ID,date,warehouse_ID,Latitude,Longitude,Product_Type,year,month,is_weekend,is_warehouse_closed,daily_dispatch_count,weekly_dispatch_count
0x3504,2017-10-14,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,October,Yes,No,8.4,
0x282f,2017-10-15,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,October,Yes,No,6.1,49.5
0x3505,2017-10-15,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,October,Yes,No,8.3,62.7
0x2830,2017-10-16,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,October,No,No,6.4,
0x3506,2017-10-16,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,October,No,No,7.1,
0x2831,2017-10-17,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,October,No,No,5.8,
0x3507,2017-10-17,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,October,No,No,8.6,
0x2832,2017-10-18,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,October,No,No,7.4,
0x3508,2017-10-18,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,October,No,No,9.8,
0x2833,2017-10-19,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,October,No,No,7.5,
0x3509,2017-10-19,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,October,No,No,9.4,
0x2834,2017-10-20,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,October,No,No,7.7,
0x350a,2017-10-20,WH_0x3ea,,-105.18306000000001,Type_A,2017,October,No,No,8.7,
0x2835,2017-10-21,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,October,Yes,No,5.4,
0x350b,2017-10-21,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,October,,No,5.3,
0x2836,2017-10-22,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,October,Yes,No,8.1,48.3
0x350c,2017-10-22,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,October,Yes,No,8.0,56.89999999999999
0x2837,2017-10-23,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,October,No,No,6.5,
0x350d,2017-10-23,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,October,No,No,9.2,
0x2838,2017-10-24,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,October,No,No,7.0,
0x350e,2017-10-24,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,October,No,No,8.9,
0x2839,2017-10-25,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,October,No,No,6.6,
0x350f,2017-10-25,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,October,,No,10.4,
0x283a,2017-10-26,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,October,No,No,6.0,
0x3510,2017-10-26,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,October,No,No,9.7,
0x283b,2017-10-27,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,October,No,No,8.9,
0x3511,2017-10-27,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,October,No,No,11.8,
0x283c,2017-10-28,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,October,Yes,No,6.2,
0x3512,2017-10-28,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,October,Yes,No,7.8,
0x283d,2017-10-29,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,October,Yes,No,5.1,46.3
0x3513,2017-10-29,WH_0x3ea,38.749077,,Type_A,2017,October,Yes,No,7.4,65.2
0x283e,2017-10-30,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,October,No,No,7.9,
0x3514,2017-10-30,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,October,,No,9.0,
0x283f,2017-10-31,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,October,No,No,7.5,
0x3515,2017-10-31,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,October,No,No,8.5,
0x2840,2017-11-01,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,November,No,No,7.6,
0x3516,2017-11-01,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,November,No,No,9.7,
0x2841,2017-11-02,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,November,No,No,8.1,
0x3517,2017-11-02,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,November,No,No,11.0,
0x2842,2017-11-03,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,November,No,No,7.3,
0x3518,2017-11-03,WH_0x3ea,38.749077,,Type_A,2017,November,No,No,12.3,
0x2843,2017-11-04,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,November,Yes,No,6.5,
0x3519,2017-11-04,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,November,Yes,No,7.2,
0x2844,2017-11-05,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,November,Yes,No,7.5,52.4
0x351a,2017-11-05,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,November,Yes,No,8.3,66.0
0x2845,2017-11-06,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,November,No,No,5.8,
0x351b,2017-11-06,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,November,No,No,9.3,
0x2846,2017-11-07,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,November,No,No,6.6,
0x351c,2017-11-07,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,November,No,No,10.1,
0x2847,2017-11-08,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,November,,No,8.0,
0x351d,2017-11-08,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,November,No,No,9.8,
0x2848,2017-11-09,WH_0x3e9,41.681471,,Type_A,2017,November,No,No,8.5,
0x351e,2017-11-09,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,November,No,No,9.1,
0x2849,2017-11-10,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,November,No,No,9.5,
0x351f,2017-11-10,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,November,,No,11.7,
0x284a,2017-11-11,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,November,Yes,No,6.4,
0x3520,2017-11-11,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,November,Yes,No,8.2,
0x284b,2017-11-12,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,November,Yes,No,6.4,51.2
0x3521,2017-11-12,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,November,Yes,No,9.5,67.7
0x284c,2017-11-13,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,November,No,No,5.7,
0x3522,2017-11-13,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,November,No,No,9.5,
0x284d,2017-11-14,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,November,No,No,6.9,
0x3523,2017-11-14,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,November,No,No,8.4,
0x284e,2017-11-15,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,November,No,No,7.8,
0x3524,2017-11-15,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,November,No,No,9.5,
0x284f,2017-11-16,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,November,No,No,8.7,
0x3525,2017-11-16,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,November,No,No,10.2,
0x2850,2017-11-17,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,November,No,No,8.7,
0x3526,2017-11-17,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,November,No,No,13.5,
0x2851,2017-11-18,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,November,Yes,No,6.3,
0x3527,2017-11-18,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,November,Yes,No,9.4,
0x2852,2017-11-19,WH_0x3e9,41.681471,,Type_A,2017,November,Yes,No,6.8,50.89999999999999
0x3528,2017-11-19,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,November,Yes,No,8.9,69.39999999999999
0x2853,2017-11-20,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,November,No,No,8.5,
0x3529,2017-11-20,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,November,No,No,8.5,
0x2854,2017-11-21,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,November,No,No,7.3,
0x352a,2017-11-21,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,November,No,No,9.6,
0x2855,2017-11-22,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,November,No,No,8.5,
0x352b,2017-11-22,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,November,No,No,9.7,
0x2856,2017-11-23,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,November,No,No,8.4,
0x352c,2017-11-23,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,November,No,No,9.7,
0x2857,2017-11-24,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,November,No,No,7.2,
0x352d,2017-11-24,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,November,No,No,11.3,
0x2858,2017-11-25,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,November,Yes,No,6.6,
0x352e,2017-11-25,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,November,Yes,No,8.0,
0x2859,2017-11-26,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,November,Yes,No,6.4,52.90000000000001
0x352f,2017-11-26,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,November,Yes,No,9.4,66.2
0x285a,2017-11-27,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,November,No,No,6.5,
0x3530,2017-11-27,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,November,No,No,9.4,
0x285b,2017-11-28,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,November,No,No,7.3,
0x3531,2017-11-28,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,November,No,No,9.4,
0x285c,2017-11-29,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,November,,No,8.0,
0x3532,2017-11-29,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,November,No,No,10.1,
0x285d,2017-11-30,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,November,No,No,7.6,
0x3533,2017-11-30,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,November,No,No,10.0,
0x285e,2017-12-01,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,December,No,No,6.6,
0x3534,2017-12-01,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,December,No,No,9.2,
0x285f,2017-12-02,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,December,Yes,No,5.0,
0x3535,2017-12-02,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,December,Yes,No,8.1,
0x2860,2017-12-03,WH_0x3e9,41.681471,,Type_A,2017,December,Yes,No,5.6,46.6
0x3536,2017-12-03,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,December,Yes,No,8.0,64.19999999999999
0x2861,2017-12-04,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,December,No,No,5.2,
0x3537,2017-12-04,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,December,No,No,7.0,
0x2862,2017-12-05,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,December,No,No,5.9,
0x3538,2017-12-05,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,December,No,No,8.5,
0x2863,2017-12-06,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,December,No,No,5.5,
0x3539,2017-12-06,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,December,No,No,7.1,
0x2864,2017-12-07,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,December,No,No,5.9,
0x353a,2017-12-07,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,December,No,No,8.1,
0x2865,2017-12-08,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,December,No,No,6.1,
0x353b,2017-12-08,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,December,No,No,7.7,
0x2866,2017-12-09,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,December,Yes,No,5.3,
0x353c,2017-12-09,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,December,Yes,No,6.4,
0x2867,2017-12-10,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,December,Yes,No,5.0,38.9
0x353d,2017-12-10,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,December,Yes,No,6.6,51.40000000000001
0x2868,2017-12-11,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,December,No,No,5.4,
0x353e,2017-12-11,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,December,No,No,8.1,
0x2869,2017-12-12,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,December,No,No,4.8,
0x353f,2017-12-12,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,December,No,No,7.6,
0x286a,2017-12-13,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,December,No,No,6.4,
0x3540,2017-12-13,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,December,No,No,8.0,
0x286b,2017-12-14,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,December,No,No,6.3,
0x3541,2017-12-14,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,December,No,No,9.2,
0x286c,2017-12-15,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,December,No,No,6.4,
0x3542,2017-12-15,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,December,No,No,8.4,
0x286d,2017-12-16,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,December,Yes,No,4.1,
0x3543,2017-12-16,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,December,Yes,No,7.6,
0x286e,2017-12-17,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,December,Yes,No,5.4,38.8
0x3544,2017-12-17,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,December,Yes,No,6.6,55.5
0x286f,2017-12-18,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,December,No,No,6.3,
0x3545,2017-12-18,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,December,No,No,7.0,
0x2870,2017-12-19,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,December,No,No,5.4,
0x3546,2017-12-19,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,December,No,No,7.9,
0x2871,2017-12-20,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,December,No,No,6.8,
0x3547,2017-12-20,WH_0x3ea,,-105.18306000000001,Type_A,2017,December,No,No,7.3,
0x2872,2017-12-21,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,December,No,No,6.5,
0x3548,2017-12-21,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,December,No,No,7.6,
0x2873,2017-12-22,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,December,No,No,6.9,
0x3549,2017-12-22,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,December,No,No,8.7,
0x2874,2017-12-23,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,December,Yes,No,4.8,
0x354a,2017-12-23,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,December,Yes,No,7.4,
0x2875,2017-12-24,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,December,Yes,No,5.5,42.2
0x354b,2017-12-24,WH_0x3ea,,-105.18306000000001,Type_A,2017,December,Yes,No,8.3,54.2
0x2876,2017-12-25,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,December,No,No,5.4,
0x354c,2017-12-25,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,December,No,No,6.8,
0x2877,2017-12-26,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,December,No,No,6.4,
0x354d,2017-12-26,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,December,No,No,7.4,
0x2878,2017-12-27,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,December,No,No,6.1,
0x354e,2017-12-27,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,December,No,No,7.3,
0x2879,2017-12-28,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,December,No,No,5.9,
0x354f,2017-12-28,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,December,No,No,6.1,
0x287a,2017-12-29,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,December,No,No,6.6,
0x3550,2017-12-29,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,December,No,No,8.4,
0x287b,2017-12-30,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,December,Yes,No,5.3,
0x3551,2017-12-30,WH_0x3ea,38.749077,,Type_A,2017,December,Yes,No,6.3,
0x287c,2017-12-31,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,December,Yes,No,6.5,42.2
0x3552,2017-12-31,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2017,December,Yes,,6.8,49.1
0x287d,2018-01-01,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2018,January,No,No,5.0,
0x3553,2018-01-01,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2018,January,No,No,8.3,
0x287e,2018-01-02,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2018,January,No,No,5.9,
0x287f,2018-01-02,WH_0x3e9,41.681471,-72.79474599999999,Type_B,2018,January,No,No,3.2,
0x3554,2018-01-02,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2018,January,No,No,7.7,
0x3555,2018-01-02,WH_0x3ea,38.749077,-105.18306000000001,Type_B,2018,January,No,No,3.5,
0x40bc,2018-01-02,WH_0x3eb,35.67897,,Type_A,2018,January,No,No,7.5,
0x40bd,2018-01-02,WH_0x3eb,35.67897,-109.06741299999999,Type_B,2018,January,No,No,3.5,
0x2880,2018-01-03,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2018,January,No,No,6.6,
0x2881,2018-01-03,WH_0x3e9,41.681471,-72.79474599999999,Type_B,2018,January,No,No,2.9,
0x3556,2018-01-03,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2018,January,No,No,8.7,
0x3557,2018-01-03,WH_0x3ea,38.749077,-105.18306000000001,Type_B,2018,January,No,No,3.2,
0x40be,2018-01-03,WH_0x3eb,35.67897,-109.06741299999999,Type_A,2018,January,No,No,6.0,
0x40bf,2018-01-03,WH_0x3eb,35.67897,-109.06741299999999,Type_B,2018,January,No,No,3.4,
0x2882,2018-01-04,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2018,January,No,No,6.3,
0x2883,2018-01-04,WH_0x3e9,,-72.79474599999999,Type_B,2018,January,No,No,3.8,
0x3558,2018-01-04,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2018,January,No,No,9.1,
0x3559,2018-01-04,WH_0x3ea,38.749077,-105.18306000000001,Type_B,2018,January,No,No,3.4,
0x40c0,2018-01-04,WH_0x3eb,35.67897,-109.06741299999999,Type_A,2018,January,No,No,8.6,
0x40c1,2018-01-04,WH_0x3eb,35.67897,-109.06741299999999,Type_B,2018,January,No,No,3.9,
0x2884,2018-01-05,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2018,January,No,No,6.6,
0x2885,2018-01-05,WH_0x3e9,41.681471,-72.79474599999999,Type_B,2018,January,No,No,3.5,
0x355a,2018-01-05,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2018,January,No,No,9.0,
0x355b,2018-01-05,WH_0x3ea,,-105.18306000000001,Type_B,2018,January,No,No,4.2,
0x40c2,2018-01-05,WH_0x3eb,35.67897,-109.06741299999999,Type_A,2018,January,No,No,8.5,
0x40c3,2018-01-05,WH_0x3eb,35.67897,-109.06741299999999,Type_B,2018,January,No,No,3.2,
0x2886,2018-01-06,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2018,January,Yes,No,6.0,
0x2887,2018-01-06,WH_0x3e9,41.681471,-72.79474599999999,Type_B,2018,January,Yes,No,3.2,
0x355c,2018-01-06,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2018,January,Yes,No,5.9,
0x355d,2018-01-06,WH_0x3ea,38.749077,-105.18306000000001,Type_B,2018,January,Yes,No,4.1,
0x40c4,2018-01-06,WH_0x3eb,35.67897,-109.06741299999999,Type_A,2018,January,Yes,No,5.8,
0x40c5,2018-01-06,WH_0x3eb,35.67897,-109.06741299999999,Type_B,2018,January,Yes,No,3.1,
0x2888,2018-01-07,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2018,January,Yes,No,6.0,42.4
0x2889,2018-01-07,WH_0x3e9,41.681471,-72.79474599999999,Type_B,2018,January,Yes,No,2.9,19.5
0x355e,2018-01-07,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2018,January,Yes,No,7.2,55.9
0x355f,2018-01-07,WH_0x3ea,38.749077,-105.18306000000001,Type_B,2018,January,Yes,No,3.4,21.8
0x40c6,2018-01-07,WH_0x3eb,35.67897,-109.06741299999999,Type_A,2018,January,Yes,No,6.7,43.1
0x40c7,2018-01-07,WH_0x3eb,35.67897,-109.06741299999999,Type_B,2018,January,Yes,No,3.3,20.4
0x288a,2018-01-08,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2018,January,No,No,6.0,
0x288b,2018-01-08,WH_0x3e9,41.681471,-72.79474599999999,Type_B,2018,January,No,No,3.0,
0x3560,2018-01-08,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2018,January,No,No,6.2,
0x3561,2018-01-08,WH_0x3ea,38.749077,-105.18306000000001,Type_B,2018,January,No,No,3.1,
0x40c8,2018-01-08,WH_0x3eb,35.67897,-109.06741299999999,Type_A,2018,January,No,No,5.9,
0x40c9,2018-01-08,WH_0x3eb,35.67897,-109.06741299999999,Type_B,2018,January,No,No,3.5,
0x288c,2018-01-09,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2018,January,No,No,6.4,
0x288d,2018-01-09,WH_0x3e9,41.681471,-72.79474599999999,Type_B,2018,January,No,No,3.5,
0x3562,2018-01-09,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2018,January,No,No,7.8,
0x3563,2018-01-09,WH_0x3ea,38.749077,-105.18306000000001,Type_B,2018,January,No,No,3.9,
0x40ca,2018-01-09,WH_0x3eb,35.67897,-109.06741299999999,Type_A,2018,January,No,No,5.1,
0x40cb,2018-01-09,WH_0x3eb,35.67897,-109.06741299999999,Type_B,2018,January,No,No,3.3,
0x288e,2018-01-10,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2018,January,No,No,6.2,
0x288f,2018-01-10,WH_0x3e9,41.681471,-72.79474599999999,Type_B,2018,January,No,No,3.0,
0x3564,2018-01-10,WH_0x3ea,38.749077,,Type_A,2018,January,No,No,6.5,
0x3565,2018-01-10,WH_0x3ea,38.749077,-105.18306000000001,Type_B,2018,January,No,No,4.3,
0x40cc,2018-01-10,WH_0x3eb,35.67897,-109.06741299999999,Type_A,2018,January,No,No,8.2,
0x40cd,2018-01-10,WH_0x3eb,35.67897,-109.06741299999999,Type_B,2018,January,No,No,3.3,
0x2890,2018-01-11,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2018,January,No,No,6.3,
0x2891,2018-01-11,WH_0x3e9,41.681471,-72.79474599999999,Type_B,2018,January,No,No,3.5,
0x3566,2018-01-11,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2018,January,No,No,8.5,
0x3567,2018-01-11,WH_0x3ea,38.749077,-105.18306000000001,Type_B,2018,January,No,No,3.4,
0x40ce,2018-01-11,WH_0x3eb,35.67897,-109.06741299999999,Type_A,2018,January,No,No,9.7,
0x40cf,2018-01-11,WH_0x3eb,35.67897,-109.06741299999999,Type_B,2018,January,No,No,3.6,
0x2892,2018-01-12,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2018,January,No,No,8.1,
0x2893,2018-01-12,WH_0x3e9,41.681471,-72.79474599999999,Type_B,2018,January,No,No,3.0,
0x3568,2018-01-12,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2018,January,No,No,8.0,
0x3569,2018-01-12,WH_0x3ea,38.749077,-105.18306000000001,Type_B,2018,January,No,No,3.9,
0x40d0,2018-01-12,WH_0x3eb,35.67897,-109.06741299999999,Type_A,2018,January,No,No,7.7,
0x40d1,2018-01-12,WH_0x3eb,35.67897,-109.06741299999999,Type_B,2018,January,No,No,3.3,
0x2894,2018-01-13,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2018,January,Yes,No,5.9,
0x2895,2018-01-13,WH_0x3e9,41.681471,-72.79474599999999,Type_B,2018,January,Yes,No,3.0,
0x356a,2018-01-13,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2018,January,Yes,No,7.2,
0x356b,2018-01-13,WH_0x3ea,38.749077,-105.18306000000001,Type_B,2018,January,Yes,No,3.3,
0x40d2,2018-01-13,WH_0x3eb,35.67897,-109.06741299999999,Type_A,2018,January,Yes,No,5.8,
0x40d3,2018-01-13,WH_0x3eb,35.67897,-109.06741299999999,Type_B,2018,January,Yes,No,2.8,
0x2896,2018-01-14,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2018,January,Yes,No,6.4,45.3
0x2897,2018-01-14,WH_0x3e9,41.681471,-72.79474599999999,Type_B,2018,January,Yes,No,3.5,22.5
0x356c,2018-01-14,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2018,January,Yes,No,7.8,52.0
0x356d,2018-01-14,WH_0x3ea,38.749077,-105.18306000000001,Type_B,2018,January,Yes,No,3.8,25.700000000000006
0x40d4,2018-01-14,WH_0x3eb,35.67897,-109.06741299999999,Type_A,2018,January,Yes,No,7.0,49.4
0x40d5,2018-01-14,WH_0x3eb,35.67897,-109.06741299999999,Type_B,2018,January,Yes,No,3.7,23.5
0x2898,2018-01-15,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2018,January,No,No,6.0,
0x2899,2018-01-15,WH_0x3e9,41.681471,-72.79474599999999,Type_B,2018,January,No,No,3.5,
0x356e,2018-01-15,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2018,January,No,No,7.8,
0x356f,2018-01-15,WH_0x3ea,38.749077,-105.18306000000001,Type_B,2018,January,No,No,3.5,
0x40d6,2018-01-15,WH_0x3eb,35.67897,-109.06741299999999,Type_A,2018,January,No,No,6.7,
0x40d7,2018-01-15,WH_0x3eb,35.67897,-109.06741299999999,Type_B,2018,January,No,No,3.6,
0x289a,2018-01-16,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2018,January,No,No,6.4,
0x289b,2018-01-16,WH_0x3e9,41.681471,-72.79474599999999,Type_B,2018,January,No,No,3.3,
0x3570,2018-01-16,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2018,January,No,No,6.4,
0x3571,2018-01-16,WH_0x3ea,38.749077,-105.18306000000001,Type_B,2018,January,No,No,3.9,
0x40d8,2018-01-16,WH_0x3eb,35.67897,,Type_A,2018,January,No,No,6.8,
0x40d9,2018-01-16,WH_0x3eb,35.67897,-109.06741299999999,Type_B,2018,January,No,No,3.7,
0x289c,2018-01-17,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2018,January,No,No,5.7,
0x289d,2018-01-17,WH_0x3e9,41.681471,-72.79474599999999,Type_B,2018,January,No,No,3.6,
0x3572,2018-01-17,WH_0x3ea,38.749077,-105.18306000000001,Type_A,2018,January,No,No,7.1,
0x3573,2018-01-17,WH_0x3ea,38.749077,-105.18306000000001,Type_B,2018,January,No,No,3.7,
0x40da,2018-01-17,WH_0x3eb,35.67897,-109.06741299999999,Type_A,2018,January,No,No,6.8,
